date,region,new_cases
15-May-20,AMRO,44444
15-May-20,EMRO,11384
15-May-20,EURO,23848
15-May-20,Other,0
15-May-20,SEARO,5733
15-May-20,WPRO,1268
16-May-20,AFRO,2271
16-May-20,AMRO,53649
16-May-20,EMRO,10479
16-May-20,EURO,21079
16-May-20,Other,0
16-May-20,SEARO,5527
16-May-20,WPRO,1171
17-May-20,AFRO,2202
17-May-20,AMRO,50712
17-May-20,EMRO,10900
17-May-20,EURO,22060
17-May-20,Other,0
17-May-20,SEARO,6805
17-May-20,WPRO,823
18-May-20,AFRO,2500
18-May-20,AMRO,60309
18-May-20,EMRO,11992
18-May-20,EURO,18678
18-May-20,Other,0
18-May-20,SEARO,7450
18-May-20,WPRO,971
19-May-20,AFRO,2358
19-May-20,AMRO,33229
19-May-20,EMRO,11845
19-May-20,EURO,19048
19-May-20,Other,0
19-May-20,SEARO,6813
19-May-20,WPRO,663
20-May-20,AFRO,2435
20-May-20,AMRO,50956
20-May-20,EMRO,11497
20-May-20,EURO,19280
20-May-20,Other,0
20-May-20,SEARO,7997
20-May-20,WPRO,777
21-May-20,AFRO,2391
21-May-20,AMRO,56657
21-May-20,EMRO,14477
21-May-20,EURO,22224
21-May-20,Other,0
21-May-20,SEARO,8448
21-May-20,WPRO,955
22-May-20,AFRO,3405
22-May-20,AMRO,57272
22-May-20,EMRO,13199
22-May-20,EURO,19768
22-May-20,Other,0
22-May-20,SEARO,8546
22-May-20,WPRO,838
23-May-20,AFRO,2504
23-May-20,AMRO,56135
23-May-20,EMRO,13423
23-May-20,EURO,19449
23-May-20,Other,29
23-May-20,SEARO,9612
23-May-20,WPRO,919
24-May-20,AFRO,3039
24-May-20,AMRO,59543
24-May-20,EMRO,12885
24-May-20,EURO,18921
24-May-20,Other,0
24-May-20,SEARO,8954
24-May-20,WPRO,925
25-May-20,AFRO,2707
25-May-20,AMRO,59208
25-May-20,EMRO,12026
25-May-20,EURO,17789
25-May-20,Other,0
25-May-20,SEARO,9579
25-May-20,WPRO,927
26-May-20,AFRO,3042
26-May-20,AMRO,47956
26-May-20,EMRO,11068
26-May-20,EURO,17338
26-May-20,Other,0
26-May-20,SEARO,8392
26-May-20,WPRO,878
27-May-20,AFRO,2771
27-May-20,AMRO,51150
27-May-20,EMRO,10690
27-May-20,EURO,17255
27-May-20,Other,0
27-May-20,SEARO,8907
27-May-20,WPRO,1007
28-May-20,AFRO,3777
28-May-20,AMRO,51964
28-May-20,EMRO,12251
28-May-20,EURO,18586
28-May-20,Other,0
28-May-20,SEARO,9569
28-May-20,WPRO,1056
29-May-20,AFRO,3337
29-May-20,AMRO,60305
29-May-20,EMRO,13580
29-May-20,EURO,19311
29-May-20,Other,0
29-May-20,SEARO,10913
29-May-20,WPRO,1042
30-May-20,AFRO,3973
30-May-20,AMRO,66261
30-May-20,EMRO,14503
30-May-20,EURO,19170
30-May-20,Other,0
30-May-20,SEARO,10650
30-May-20,WPRO,1944
31-May-20,AFRO,3708
31-May-20,AMRO,63132
31-May-20,EMRO,15076
31-May-20,EURO,18271
31-May-20,Other,0
31-May-20,SEARO,11852
31-May-20,WPRO,1219
01-Jun-20,AFRO,3632
01-Jun-20,AMRO,79398
01-Jun-20,EMRO,15140
01-Jun-20,EURO,16849
01-Jun-20,Other,0
01-Jun-20,SEARO,11599
01-Jun-20,WPRO,1533
02-Jun-20,AFRO,3879
02-Jun-20,AMRO,64414
02-Jun-20,EMRO,16006
02-Jun-20,EURO,15722
02-Jun-20,Other,0
02-Jun-20,SEARO,12092
02-Jun-20,WPRO,1107
03-Jun-20,AFRO,3365
03-Jun-20,AMRO,41538
03-Jun-20,EMRO,16344
03-Jun-20,EURO,16963
03-Jun-20,Other,0
03-Jun-20,SEARO,12566
03-Jun-20,WPRO,1052
04-Jun-20,AFRO,4153
04-Jun-20,AMRO,73606
04-Jun-20,EMRO,17526
04-Jun-20,EURO,18649
04-Jun-20,Other,0
04-Jun-20,SEARO,12735
04-Jun-20,WPRO,1496
05-Jun-20,AFRO,5465
05-Jun-20,AMRO,62378
05-Jun-20,EMRO,17078
05-Jun-20,EURO,18617
05-Jun-20,Other,0
05-Jun-20,SEARO,13678
05-Jun-20,WPRO,1540
06-Jun-20,AFRO,5457
06-Jun-20,AMRO,71432
06-Jun-20,EMRO,17906
06-Jun-20,EURO,18547
06-Jun-20,Other,0
06-Jun-20,SEARO,13875
06-Jun-20,WPRO,637
07-Jun-20,AFRO,4763
07-Jun-20,AMRO,80098
07-Jun-20,EMRO,18652
07-Jun-20,EURO,17960
07-Jun-20,Other,0
07-Jun-20,SEARO,13643
07-Jun-20,WPRO,1206
08-Jun-20,AFRO,4088
08-Jun-20,AMRO,75983
08-Jun-20,EMRO,17751
08-Jun-20,EURO,18595
08-Jun-20,Other,0
08-Jun-20,SEARO,13922
08-Jun-20,WPRO,1038
09-Jun-20,AFRO,5086
09-Jun-20,AMRO,54542
09-Jun-20,EMRO,17171
09-Jun-20,EURO,16648
09-Jun-20,Other,0
09-Jun-20,SEARO,14557
09-Jun-20,WPRO,1057
10-Jun-20,AFRO,4789
10-Jun-20,AMRO,49289
10-Jun-20,EMRO,18749
10-Jun-20,EURO,17383
10-Jun-20,Other,0
10-Jun-20,SEARO,14733
10-Jun-20,WPRO,846
11-Jun-20,AFRO,4795
11-Jun-20,AMRO,70865
11-Jun-20,EMRO,19472
11-Jun-20,EURO,18485
11-Jun-20,Other,0
11-Jun-20,SEARO,14446
11-Jun-20,WPRO,1292
12-Jun-20,AFRO,5680
12-Jun-20,AMRO,76334
12-Jun-20,EMRO,19912
12-Jun-20,EURO,19313
12-Jun-20,Other,0
12-Jun-20,SEARO,16021
12-Jun-20,WPRO,1014
13-Jun-20,AFRO,5492
13-Jun-20,AMRO,78833
13-Jun-20,EMRO,20885
13-Jun-20,EURO,18518
13-Jun-20,Other,0
13-Jun-20,SEARO,15624
13-Jun-20,WPRO,1229
14-Jun-20,AFRO,6312
14-Jun-20,AMRO,73289
14-Jun-20,EMRO,20905
14-Jun-20,EURO,19418
14-Jun-20,Other,0
14-Jun-20,SEARO,16380
14-Jun-20,WPRO,1150
15-Jun-20,AFRO,7937
15-Jun-20,AMRO,69133
15-Jun-20,EMRO,19669
15-Jun-20,EURO,17788
15-Jun-20,Other,0
15-Jun-20,SEARO,16117
15-Jun-20,WPRO,1133
16-Jun-20,AFRO,6400
16-Jun-20,AMRO,59161
16-Jun-20,EMRO,18552
16-Jun-20,EURO,17742
16-Jun-20,Other,0
16-Jun-20,SEARO,16054
16-Jun-20,WPRO,924
17-Jun-20,AFRO,5722
17-Jun-20,AMRO,59336
17-Jun-20,EMRO,20685
17-Jun-20,EURO,18056
17-Jun-20,Other,0
17-Jun-20,SEARO,16634
17-Jun-20,WPRO,667
18-Jun-20,AFRO,6914
18-Jun-20,AMRO,117347
18-Jun-20,EMRO,20042
18-Jun-20,EURO,19764
18-Jun-20,Other,0
18-Jun-20,SEARO,18733
18-Jun-20,WPRO,875
19-Jun-20,AFRO,6639
19-Jun-20,AMRO,78394
19-Jun-20,EMRO,19157
19-Jun-20,EURO,19311
19-Jun-20,Other,0
19-Jun-20,SEARO,18340
19-Jun-20,WPRO,1027
20-Jun-20,AFRO,7357
20-Jun-20,AMRO,77153
20-Jun-20,EMRO,21773
20-Jun-20,EURO,19134
20-Jun-20,Other,0
20-Jun-20,SEARO,19352
20-Jun-20,WPRO,1000
21-Jun-20,AFRO,8464
21-Jun-20,AMRO,112303
21-Jun-20,EMRO,18966
21-Jun-20,EURO,19415
21-Jun-20,Other,0
21-Jun-20,SEARO,20248
21-Jun-20,WPRO,1371
22-Jun-20,AFRO,7664
22-Jun-20,AMRO,91209
22-Jun-20,EMRO,17233
22-Jun-20,EURO,17654
22-Jun-20,Other,0
22-Jun-20,SEARO,19809
22-Jun-20,WPRO,1051
23-Jun-20,AFRO,7552
23-Jun-20,AMRO,67999
23-Jun-20,EMRO,18512
23-Jun-20,EURO,17822
23-Jun-20,Other,0
23-Jun-20,SEARO,20003
23-Jun-20,WPRO,1031
24-Jun-20,AFRO,7333
24-Jun-20,AMRO,68985
24-Jun-20,EMRO,17676
24-Jun-20,EURO,18761
24-Jun-20,Other,0
24-Jun-20,SEARO,21206
24-Jun-20,WPRO,1430
25-Jun-20,AFRO,9010
25-Jun-20,AMRO,98011
25-Jun-20,EMRO,18824
25-Jun-20,EURO,20530
25-Jun-20,Other,0
25-Jun-20,SEARO,22507
25-Jun-20,WPRO,840
26-Jun-20,AFRO,10194
26-Jun-20,AMRO,107556
26-Jun-20,EMRO,17877
26-Jun-20,EURO,20232
26-Jun-20,Other,0
26-Jun-20,SEARO,23011
26-Jun-20,WPRO,1102
27-Jun-20,AFRO,9350
27-Jun-20,AMRO,106165
27-Jun-20,EMRO,18747
27-Jun-20,EURO,19799
27-Jun-20,Other,0
27-Jun-20,SEARO,24041
27-Jun-20,WPRO,1453
28-Jun-20,AFRO,10713
28-Jun-20,AMRO,117959
28-Jun-20,EMRO,17996
28-Jun-20,EURO,19135
28-Jun-20,Other,0
28-Jun-20,SEARO,25406
28-Jun-20,WPRO,1265
29-Jun-20,AFRO,9532
29-Jun-20,AMRO,108663
29-Jun-20,EMRO,17559
29-Jun-20,EURO,17422
29-Jun-20,Other,0
29-Jun-20,SEARO,25056
29-Jun-20,WPRO,1069
30-Jun-20,AFRO,8943
30-Jun-20,AMRO,93493
30-Jun-20,EMRO,16493
30-Jun-20,EURO,27051
30-Jun-20,Other,0
30-Jun-20,SEARO,23845
30-Jun-20,WPRO,1465
01-Jul-20,AFRO,9504
01-Jul-20,AMRO,83302
01-Jul-20,EMRO,19337
01-Jul-20,EURO,18839
01-Jul-20,Other,0
01-Jul-20,SEARO,24329
01-Jul-20,WPRO,1581
02-Jul-20,AFRO,11638
02-Jul-20,AMRO,101253
02-Jul-20,EMRO,18948
02-Jul-20,EURO,19980
02-Jul-20,Other,0
02-Jul-20,SEARO,25301
02-Jul-20,WPRO,1558
03-Jul-20,AFRO,11364
03-Jul-20,AMRO,129585
03-Jul-20,EMRO,18973
03-Jul-20,EURO,19787
03-Jul-20,Other,0
03-Jul-20,SEARO,26075
03-Jul-20,WPRO,837
04-Jul-20,AFRO,12619
04-Jul-20,AMRO,132049
04-Jul-20,EMRO,19129
04-Jul-20,EURO,19095
04-Jul-20,Other,0
04-Jul-20,SEARO,27780
04-Jul-20,WPRO,2251
05-Jul-20,AFRO,14251
05-Jul-20,AMRO,126879
05-Jul-20,EMRO,18513
05-Jul-20,EURO,19358
05-Jul-20,Other,0
05-Jul-20,SEARO,29530
05-Jul-20,WPRO,2121
06-Jul-20,AFRO,13262
06-Jul-20,AMRO,116576
06-Jul-20,EMRO,17551
06-Jul-20,EURO,17162
06-Jul-20,Other,0
06-Jul-20,SEARO,28870
06-Jul-20,WPRO,2969
07-Jul-20,AFRO,12635
07-Jul-20,AMRO,94005
07-Jul-20,EMRO,16903
07-Jul-20,EURO,17925
07-Jul-20,Other,0
07-Jul-20,SEARO,26765
07-Jul-20,WPRO,2708
08-Jul-20,AFRO,15379
08-Jul-20,AMRO,94296
08-Jul-20,EMRO,17017
08-Jul-20,EURO,19679
08-Jul-20,Other,0
08-Jul-20,SEARO,28381
08-Jul-20,WPRO,2105
09-Jul-20,AFRO,12802
09-Jul-20,AMRO,124021
09-Jul-20,EMRO,17451
09-Jul-20,EURO,20866
09-Jul-20,Other,0
09-Jul-20,SEARO,31109
09-Jul-20,WPRO,3083
10-Jul-20,AFRO,17307
10-Jul-20,AMRO,140888
10-Jul-20,EMRO,16661
10-Jul-20,EURO,20979
10-Jul-20,Other,0
10-Jul-20,SEARO,31555
10-Jul-20,WPRO,2107
11-Jul-20,AFRO,15361
11-Jul-20,AMRO,133620
11-Jul-20,EMRO,17075
11-Jul-20,EURO,20951
11-Jul-20,Other,0
11-Jul-20,SEARO,31663
11-Jul-20,WPRO,2147
12-Jul-20,AFRO,17884
12-Jul-20,AMRO,145801
12-Jul-20,EMRO,15459
12-Jul-20,EURO,21320
12-Jul-20,Other,0
12-Jul-20,SEARO,33243
12-Jul-20,WPRO,2146
13-Jul-20,AFRO,16279
13-Jul-20,AMRO,128315
13-Jul-20,EMRO,15338
13-Jul-20,EURO,19212
13-Jul-20,Other,0
13-Jul-20,SEARO,33294
13-Jul-20,WPRO,3041
14-Jul-20,AFRO,15085
14-Jul-20,AMRO,110509
14-Jul-20,EMRO,15606
14-Jul-20,EURO,19551
14-Jul-20,Other,0
14-Jul-20,SEARO,33434
14-Jul-20,WPRO,1614
15-Jul-20,AFRO,13464
15-Jul-20,AMRO,105649
15-Jul-20,EMRO,14790
15-Jul-20,EURO,21527
15-Jul-20,Other,0
15-Jul-20,SEARO,34644
15-Jul-20,WPRO,1571
16-Jul-20,AFRO,17279
16-Jul-20,AMRO,132232
16-Jul-20,EMRO,14810
16-Jul-20,EURO,23140
16-Jul-20,Other,0
16-Jul-20,SEARO,37258
16-Jul-20,WPRO,2382
17-Jul-20,AFRO,19719
17-Jul-20,AMRO,141555
17-Jul-20,EMRO,15090
17-Jul-20,EURO,22729
17-Jul-20,Other,0
17-Jul-20,SEARO,39581
17-Jul-20,WPRO,3603
18-Jul-20,AFRO,18344
18-Jul-20,AMRO,152688
18-Jul-20,EMRO,13812
18-Jul-20,EURO,21682
18-Jul-20,Other,0
18-Jul-20,SEARO,39434
18-Jul-20,WPRO,3345
19-Jul-20,AFRO,17625
19-Jul-20,AMRO,146547
19-Jul-20,EMRO,13726
19-Jul-20,EURO,21488
19-Jul-20,Other,0
19-Jul-20,SEARO,43218
19-Jul-20,WPRO,3338
20-Jul-20,AFRO,18132
20-Jul-20,AMRO,130617
20-Jul-20,EMRO,12773
20-Jul-20,EURO,20231
20-Jul-20,Other,0
20-Jul-20,SEARO,45273
20-Jul-20,WPRO,3414
21-Jul-20,AFRO,13962
21-Jul-20,AMRO,115707
21-Jul-20,EMRO,13250
21-Jul-20,EURO,20740
21-Jul-20,Other,0
21-Jul-20,SEARO,42062
21-Jul-20,WPRO,2619
22-Jul-20,AFRO,12666
22-Jul-20,AMRO,110613
22-Jul-20,EMRO,13915
22-Jul-20,EURO,22553
22-Jul-20,Other,0
22-Jul-20,SEARO,42539
22-Jul-20,WPRO,3489
23-Jul-20,AFRO,18535
23-Jul-20,AMRO,138681
23-Jul-20,EMRO,14628
23-Jul-20,EURO,24261
23-Jul-20,Other,0
23-Jul-20,SEARO,50655
23-Jul-20,WPRO,3156
24-Jul-20,AFRO,16962
24-Jul-20,AMRO,173695
24-Jul-20,EMRO,13270
24-Jul-20,EURO,23888
24-Jul-20,Other,0
24-Jul-20,SEARO,53831
24-Jul-20,WPRO,4046
25-Jul-20,AFRO,20614
25-Jul-20,AMRO,169688
25-Jul-20,EMRO,14018
25-Jul-20,EURO,22915
25-Jul-20,Other,0
25-Jul-20,SEARO,53502
25-Jul-20,WPRO,3748
26-Jul-20,AFRO,16245
26-Jul-20,AMRO,166358
26-Jul-20,EMRO,13605
26-Jul-20,EURO,22906
26-Jul-20,Other,0
26-Jul-20,SEARO,52633
26-Jul-20,WPRO,3703
27-Jul-20,AFRO,16713
27-Jul-20,AMRO,147462
27-Jul-20,EMRO,12486
27-Jul-20,EURO,21269
27-Jul-20,Other,0
27-Jul-20,SEARO,54465
27-Jul-20,WPRO,3839
28-Jul-20,AFRO,13185
28-Jul-20,AMRO,115358
28-Jul-20,EMRO,12392
28-Jul-20,EURO,21868
28-Jul-20,Other,0
28-Jul-20,SEARO,52866
28-Jul-20,WPRO,3862
29-Jul-20,AFRO,12239
29-Jul-20,AMRO,111440
29-Jul-20,EMRO,13127
29-Jul-20,EURO,30663
29-Jul-20,Other,0
29-Jul-20,SEARO,54179
29-Jul-20,WPRO,3665
30-Jul-20,AFRO,16046
30-Jul-20,AMRO,139010
30-Jul-20,EMRO,13222
30-Jul-20,EURO,32410
30-Jul-20,Other,0
30-Jul-20,SEARO,57160
30-Jul-20,WPRO,3781
31-Jul-20,AFRO,16031
31-Jul-20,AMRO,170229
31-Jul-20,EMRO,12618
31-Jul-20,EURO,31792
31-Jul-20,Other,0
31-Jul-20,SEARO,60195
31-Jul-20,WPRO,6575
01-Aug-20,AFRO,18027
01-Aug-20,AMRO,167367
01-Aug-20,EMRO,12175
01-Aug-20,EURO,35137
01-Aug-20,Other,0
01-Aug-20,SEARO,61350
01-Aug-20,WPRO,6719
02-Aug-20,AFRO,14344
02-Aug-20,AMRO,161262
02-Aug-20,EMRO,9616
02-Aug-20,EURO,31565
02-Aug-20,Other,0
02-Aug-20,SEARO,57615
02-Aug-20,WPRO,6695
03-Aug-20,AFRO,13204
03-Aug-20,AMRO,145693
03-Aug-20,EMRO,9372
03-Aug-20,EURO,30208
03-Aug-20,Other,0
03-Aug-20,SEARO,56564
03-Aug-20,WPRO,8153
04-Aug-20,AFRO,9276
04-Aug-20,AMRO,115398
04-Aug-20,EMRO,10314
04-Aug-20,EURO,30322
04-Aug-20,Other,0
04-Aug-20,SEARO,56312
04-Aug-20,WPRO,5218
05-Aug-20,AFRO,8875
05-Aug-20,AMRO,95228
05-Aug-20,EMRO,11072
05-Aug-20,EURO,33596
05-Aug-20,Other,0
05-Aug-20,SEARO,57521
05-Aug-20,WPRO,8336
06-Aug-20,AFRO,13906
06-Aug-20,AMRO,141612
06-Aug-20,EMRO,12271
06-Aug-20,EURO,36207
06-Aug-20,Other,0
06-Aug-20,SEARO,61592
06-Aug-20,WPRO,6422
07-Aug-20,AFRO,12454
07-Aug-20,AMRO,152910
07-Aug-20,EMRO,12364
07-Aug-20,EURO,34962
07-Aug-20,Other,0
07-Aug-20,SEARO,68432
07-Aug-20,WPRO,5967
08-Aug-20,AFRO,11994
08-Aug-20,AMRO,154833
08-Aug-20,EMRO,12630
08-Aug-20,EURO,34140
08-Aug-20,Other,0
08-Aug-20,SEARO,66937
08-Aug-20,WPRO,5836
09-Aug-20,AFRO,12489
09-Aug-20,AMRO,154892
09-Aug-20,EMRO,11702
09-Aug-20,EURO,34593
09-Aug-20,Other,0
09-Aug-20,SEARO,69311
09-Aug-20,WPRO,6209
10-Aug-20,AFRO,10706
10-Aug-20,AMRO,143656
10-Aug-20,EMRO,10821
10-Aug-20,EURO,30548
10-Aug-20,Other,0
10-Aug-20,SEARO,67112
10-Aug-20,WPRO,5097
11-Aug-20,AFRO,7553
11-Aug-20,AMRO,105603
11-Aug-20,EMRO,11675
11-Aug-20,EURO,32427
11-Aug-20,Other,0
11-Aug-20,SEARO,59024
11-Aug-20,WPRO,8264
12-Aug-20,AFRO,6325
12-Aug-20,AMRO,101992
12-Aug-20,EMRO,12724
12-Aug-20,EURO,35766
12-Aug-20,Other,0
12-Aug-20,SEARO,66544
12-Aug-20,WPRO,4623
13-Aug-20,AFRO,7070
13-Aug-20,AMRO,154007
13-Aug-20,EMRO,13273
13-Aug-20,EURO,39448
13-Aug-20,Other,0
13-Aug-20,SEARO,72384
13-Aug-20,WPRO,5891
14-Aug-20,AFRO,8653
14-Aug-20,AMRO,157880
14-Aug-20,EMRO,13309
14-Aug-20,EURO,36907
14-Aug-20,Other,0
14-Aug-20,SEARO,70327
14-Aug-20,WPRO,5618
15-Aug-20,AFRO,10765
15-Aug-20,AMRO,161959
15-Aug-20,EMRO,13500
15-Aug-20,EURO,36503
15-Aug-20,Other,0
15-Aug-20,SEARO,70577
15-Aug-20,WPRO,8289
16-Aug-20,AFRO,9152
16-Aug-20,AMRO,148593
16-Aug-20,EMRO,13769
16-Aug-20,EURO,39731
16-Aug-20,Other,0
16-Aug-20,SEARO,68352
16-Aug-20,WPRO,6283
17-Aug-20,AFRO,7874
17-Aug-20,AMRO,140393
17-Aug-20,EMRO,12916
17-Aug-20,EURO,33585
17-Aug-20,Other,0
17-Aug-20,SEARO,63110
17-Aug-20,WPRO,4924
18-Aug-20,AFRO,6967
18-Aug-20,AMRO,105542
18-Aug-20,EMRO,11887
18-Aug-20,EURO,33963
18-Aug-20,Other,0
18-Aug-20,SEARO,61154
18-Aug-20,WPRO,5055
19-Aug-20,AFRO,6297
19-Aug-20,AMRO,89760
19-Aug-20,EMRO,14080
19-Aug-20,EURO,38503
19-Aug-20,Other,0
19-Aug-20,SEARO,70014
19-Aug-20,WPRO,6329
20-Aug-20,AFRO,9199
20-Aug-20,AMRO,132058
20-Aug-20,EMRO,13909
20-Aug-20,EURO,43219
20-Aug-20,Other,0
20-Aug-20,SEARO,75666
20-Aug-20,WPRO,6225
21-Aug-20,AFRO,8589
21-Aug-20,AMRO,140512
21-Aug-20,EMRO,13170
21-Aug-20,EURO,40617
21-Aug-20,Other,0
21-Aug-20,SEARO,74561
21-Aug-20,WPRO,6391
22-Aug-20,AFRO,7626
22-Aug-20,AMRO,137204
22-Aug-20,EMRO,13469
22-Aug-20,EURO,39953
22-Aug-20,Other,0
22-Aug-20,SEARO,75013
22-Aug-20,WPRO,6151
23-Aug-20,AFRO,8613
23-Aug-20,AMRO,118542
23-Aug-20,EMRO,12758
23-Aug-20,EURO,43976
23-Aug-20,Other,0
23-Aug-20,SEARO,74207
23-Aug-20,WPRO,6621
24-Aug-20,AFRO,7501
24-Aug-20,AMRO,138030
24-Aug-20,EMRO,11853
24-Aug-20,EURO,38286
24-Aug-20,Other,0
24-Aug-20,SEARO,66673
24-Aug-20,WPRO,3818
25-Aug-20,AFRO,6115
25-Aug-20,AMRO,95861
25-Aug-20,EMRO,12290
25-Aug-20,EURO,37969
25-Aug-20,Other,0
25-Aug-20,SEARO,66980
25-Aug-20,WPRO,5835
26-Aug-20,AFRO,5367
26-Aug-20,AMRO,91454
26-Aug-20,EMRO,12950
26-Aug-20,EURO,41896
26-Aug-20,Other,0
26-Aug-20,SEARO,73176
26-Aug-20,WPRO,4252
27-Aug-20,AFRO,6739
27-Aug-20,AMRO,127699
27-Aug-20,EMRO,12853
27-Aug-20,EURO,48149
27-Aug-20,Other,0
27-Aug-20,SEARO,82160
27-Aug-20,WPRO,6953
28-Aug-20,AFRO,3686
28-Aug-20,AMRO,135639
28-Aug-20,EMRO,12728
28-Aug-20,EURO,44349
28-Aug-20,Other,0
28-Aug-20,SEARO,83600
28-Aug-20,WPRO,4882
29-Aug-20,AFRO,8631
29-Aug-20,AMRO,137177
29-Aug-20,EMRO,12881
29-Aug-20,EURO,42082
29-Aug-20,Other,0
29-Aug-20,SEARO,83028
29-Aug-20,WPRO,5508
30-Aug-20,AFRO,6095
30-Aug-20,AMRO,133973
30-Aug-20,EMRO,12117
30-Aug-20,EURO,49418
30-Aug-20,Other,0
30-Aug-20,SEARO,84914
30-Aug-20,WPRO,5019
31-Aug-20,AFRO,6411
31-Aug-20,AMRO,126910
31-Aug-20,EMRO,11811
31-Aug-20,EURO,42530
31-Aug-20,Other,0
31-Aug-20,SEARO,84611
31-Aug-20,WPRO,5395
01-Sep-20,AFRO,5196
01-Sep-20,AMRO,86276
01-Sep-20,EMRO,12148
01-Sep-20,EURO,41318
01-Sep-20,Other,0
01-Sep-20,SEARO,76001
01-Sep-20,WPRO,4420
02-Sep-20,AFRO,5342
02-Sep-20,AMRO,115107
02-Sep-20,EMRO,11913
02-Sep-20,EURO,47122
02-Sep-20,Other,0
02-Sep-20,SEARO,85364
02-Sep-20,WPRO,4550
03-Sep-20,AFRO,5444
03-Sep-20,AMRO,128716
03-Sep-20,EMRO,13309
03-Sep-20,EURO,53353
03-Sep-20,Other,0
03-Sep-20,SEARO,91107
03-Sep-20,WPRO,3215
04-Sep-20,AFRO,5952
04-Sep-20,AMRO,131518
04-Sep-20,EMRO,14587
04-Sep-20,EURO,49334
04-Sep-20,Other,0
04-Sep-20,SEARO,90062
04-Sep-20,WPRO,3196
05-Sep-20,AFRO,5804
05-Sep-20,AMRO,132868
05-Sep-20,EMRO,15354
05-Sep-20,EURO,46991
05-Sep-20,Other,0
05-Sep-20,SEARO,92809
05-Sep-20,WPRO,4688
06-Sep-20,AFRO,4490
06-Sep-20,AMRO,145220
06-Sep-20,EMRO,13979
06-Sep-20,EURO,57888
06-Sep-20,Other,0
06-Sep-20,SEARO,96922
06-Sep-20,WPRO,3417
07-Sep-20,AFRO,5052
07-Sep-20,AMRO,103550
07-Sep-20,EMRO,14587
07-Sep-20,EURO,50979
07-Sep-20,Other,0
07-Sep-20,SEARO,96995
07-Sep-20,WPRO,3558
08-Sep-20,AFRO,3945
08-Sep-20,AMRO,83432
08-Sep-20,EMRO,13851
08-Sep-20,EURO,49985
08-Sep-20,Other,0
08-Sep-20,SEARO,81888
08-Sep-20,WPRO,2068
09-Sep-20,AFRO,4582
09-Sep-20,AMRO,64650
09-Sep-20,EMRO,15978
09-Sep-20,EURO,55585
09-Sep-20,Other,0
09-Sep-20,SEARO,96219
09-Sep-20,WPRO,4243
10-Sep-20,AFRO,4887
10-Sep-20,AMRO,82638
10-Sep-20,EMRO,15156
10-Sep-20,EURO,62401
10-Sep-20,Other,0
10-Sep-20,SEARO,103021
10-Sep-20,WPRO,4084
11-Sep-20,AFRO,5301
11-Sep-20,AMRO,112830
11-Sep-20,EMRO,16100
11-Sep-20,EURO,57386
11-Sep-20,Other,0
11-Sep-20,SEARO,103904
11-Sep-20,WPRO,5004
12-Sep-20,AFRO,4761
12-Sep-20,AMRO,120109
12-Sep-20,EMRO,14829
12-Sep-20,EURO,55272
12-Sep-20,Other,0
12-Sep-20,SEARO,104285
12-Sep-20,WPRO,5172
13-Sep-20,AFRO,4641
13-Sep-20,AMRO,131761
13-Sep-20,EMRO,15266
13-Sep-20,EURO,65735
13-Sep-20,Other,0
13-Sep-20,SEARO,101028
13-Sep-20,WPRO,5990
14-Sep-20,AFRO,3320
14-Sep-20,AMRO,117499
14-Sep-20,EMRO,15672
14-Sep-20,EURO,57804
14-Sep-20,Other,0
14-Sep-20,SEARO,98558
14-Sep-20,WPRO,4085
15-Sep-20,AFRO,3632
15-Sep-20,AMRO,83910
15-Sep-20,EMRO,15078
15-Sep-20,EURO,58987
15-Sep-20,Other,0
15-Sep-20,SEARO,90702
15-Sep-20,WPRO,5308
16-Sep-20,AFRO,3891
16-Sep-20,AMRO,82641
16-Sep-20,EMRO,16611
16-Sep-20,EURO,64709
16-Sep-20,Other,0
16-Sep-20,SEARO,97686
16-Sep-20,WPRO,4342
17-Sep-20,AFRO,4318
17-Sep-20,AMRO,110310
17-Sep-20,EMRO,16769
17-Sep-20,EURO,73698
17-Sep-20,Other,0
17-Sep-20,SEARO,104704
17-Sep-20,WPRO,4483
18-Sep-20,AFRO,4753
18-Sep-20,AMRO,121203
18-Sep-20,EMRO,17477
18-Sep-20,EURO,68070
18-Sep-20,Other,0
18-Sep-20,SEARO,104373
18-Sep-20,WPRO,4153
19-Sep-20,AFRO,4809
19-Sep-20,AMRO,119978
19-Sep-20,EMRO,16480
19-Sep-20,EURO,63194
19-Sep-20,Other,0
19-Sep-20,SEARO,100685
19-Sep-20,WPRO,4197
20-Sep-20,AFRO,4353
20-Sep-20,AMRO,132047
20-Sep-20,EMRO,16386
20-Sep-20,EURO,76173
20-Sep-20,Other,0
20-Sep-20,SEARO,100192
20-Sep-20,WPRO,4756
21-Sep-20,AFRO,4243
21-Sep-20,AMRO,113860
21-Sep-20,EMRO,16674
21-Sep-20,EURO,63199
21-Sep-20,Other,0
21-Sep-20,SEARO,94596
21-Sep-20,WPRO,3993
22-Sep-20,AFRO,3182
22-Sep-20,AMRO,83407
22-Sep-20,EMRO,14758
22-Sep-20,EURO,66655
22-Sep-20,Other,0
22-Sep-20,SEARO,82800
22-Sep-20,WPRO,3994
23-Sep-20,AFRO,4073
23-Sep-20,AMRO,85252
23-Sep-20,EMRO,19062
23-Sep-20,EURO,70735
23-Sep-20,Other,0
23-Sep-20,SEARO,91420
23-Sep-20,WPRO,2244
