date,region,new_cases
24-Sep-20,AFRO,4317
24-Sep-20,AMRO,121031
24-Sep-20,EMRO,18989
24-Sep-20,EURO,80948
24-Sep-20,Other,0
24-Sep-20,SEARO,94913
24-Sep-20,WPRO,3559
25-Sep-20,AFRO,4113
25-Sep-20,AMRO,116275
25-Sep-20,EMRO,18945
25-Sep-20,EURO,75800
25-Sep-20,Other,0
25-Sep-20,SEARO,94349
25-Sep-20,WPRO,2860
26-Sep-20,AFRO,4099
26-Sep-20,AMRO,121769
26-Sep-20,EMRO,17625
26-Sep-20,EURO,71999
26-Sep-20,Other,0
26-Sep-20,SEARO,92812
26-Sep-20,WPRO,3518
27-Sep-20,AFRO,2918
27-Sep-20,AMRO,126027
27-Sep-20,EMRO,18172
27-Sep-20,EURO,77755
27-Sep-20,Other,0
27-Sep-20,SEARO,96268
27-Sep-20,WPRO,2822
28-Sep-20,AFRO,3470
28-Sep-20,AMRO,111823
28-Sep-20,EMRO,16880
28-Sep-20,EURO,65742
28-Sep-20,Other,0
28-Sep-20,SEARO,89272
28-Sep-20,WPRO,3699
29-Sep-20,AFRO,3340
29-Sep-20,AMRO,83595
29-Sep-20,EMRO,17100
29-Sep-20,EURO,71608
29-Sep-20,Other,0
29-Sep-20,SEARO,78552
29-Sep-20,WPRO,3664
30-Sep-20,AFRO,3775
30-Sep-20,AMRO,84764
30-Sep-20,EMRO,18732
30-Sep-20,EURO,84827
30-Sep-20,Other,0
30-Sep-20,SEARO,88654
30-Sep-20,WPRO,3009
01-Oct-20,AFRO,4342
01-Oct-20,AMRO,109829
01-Oct-20,EMRO,19735
01-Oct-20,EURO,94386
01-Oct-20,Other,0
01-Oct-20,SEARO,95432
01-Oct-20,WPRO,3353
02-Oct-20,AFRO,4054
02-Oct-20,AMRO,119774
02-Oct-20,EMRO,19150
02-Oct-20,EURO,91598
02-Oct-20,Other,0
02-Oct-20,SEARO,90986
02-Oct-20,WPRO,3507
03-Oct-20,AFRO,4322
03-Oct-20,AMRO,123701
03-Oct-20,EMRO,17073
03-Oct-20,EURO,83674
03-Oct-20,Other,0
03-Oct-20,SEARO,88009
03-Oct-20,WPRO,3793
04-Oct-20,AFRO,3777
04-Oct-20,AMRO,124581
04-Oct-20,EMRO,19447
04-Oct-20,EURO,102442
04-Oct-20,Other,0
04-Oct-20,SEARO,84266
04-Oct-20,WPRO,3726
05-Oct-20,AFRO,4510
05-Oct-20,AMRO,109343
05-Oct-20,EMRO,18065
05-Oct-20,EURO,87887
05-Oct-20,Other,0
05-Oct-20,SEARO,83391
05-Oct-20,WPRO,3986
06-Oct-20,AFRO,2832
06-Oct-20,AMRO,76107
06-Oct-20,EMRO,19750
06-Oct-20,EURO,101401
06-Oct-20,Other,0
06-Oct-20,SEARO,70164
06-Oct-20,WPRO,3453
07-Oct-20,AFRO,2566
07-Oct-20,AMRO,88433
07-Oct-20,EMRO,19714
07-Oct-20,EURO,112649
07-Oct-20,Other,0
07-Oct-20,SEARO,83059
07-Oct-20,WPRO,3495
08-Oct-20,AFRO,3066
08-Oct-20,AMRO,125195
08-Oct-20,EMRO,21357
08-Oct-20,EURO,126729
08-Oct-20,Other,0
08-Oct-20,SEARO,90701
08-Oct-20,WPRO,4087
09-Oct-20,AFRO,6386
09-Oct-20,AMRO,129431
09-Oct-20,EMRO,19519
09-Oct-20,EURO,121636
09-Oct-20,Other,0
09-Oct-20,SEARO,79048
09-Oct-20,WPRO,3430
10-Oct-20,AFRO,4174
10-Oct-20,AMRO,151421
10-Oct-20,EMRO,21034
10-Oct-20,EURO,120373
10-Oct-20,Other,0
10-Oct-20,SEARO,85400
10-Oct-20,WPRO,4285
11-Oct-20,AFRO,4763
11-Oct-20,AMRO,131884
11-Oct-20,EMRO,18569
11-Oct-20,EURO,139541
11-Oct-20,Other,0
11-Oct-20,SEARO,84467
11-Oct-20,WPRO,3394
12-Oct-20,AFRO,4089
12-Oct-20,AMRO,115702
12-Oct-20,EMRO,16977
12-Oct-20,EURO,119468
12-Oct-20,Other,0
12-Oct-20,SEARO,77574
12-Oct-20,WPRO,3594
13-Oct-20,AFRO,5280
13-Oct-20,AMRO,94584
13-Oct-20,EMRO,18859
13-Oct-20,EURO,129247
13-Oct-20,Other,0
13-Oct-20,SEARO,65931
13-Oct-20,WPRO,5116
14-Oct-20,AFRO,3595
14-Oct-20,AMRO,87030
14-Oct-20,EMRO,20555
14-Oct-20,EURO,152345
14-Oct-20,Other,0
14-Oct-20,SEARO,73292
14-Oct-20,WPRO,3269
15-Oct-20,AFRO,4521
15-Oct-20,AMRO,99269
15-Oct-20,EMRO,21668
15-Oct-20,EURO,168097
15-Oct-20,Other,0
15-Oct-20,SEARO,78496
15-Oct-20,WPRO,3612
16-Oct-20,AFRO,4794
16-Oct-20,AMRO,124138
16-Oct-20,EMRO,21489
16-Oct-20,EURO,163522
16-Oct-20,Other,0
16-Oct-20,SEARO,74772
16-Oct-20,WPRO,3687
17-Oct-20,AFRO,4630
17-Oct-20,AMRO,136142
17-Oct-20,EMRO,24638
17-Oct-20,EURO,159392
17-Oct-20,Other,0
17-Oct-20,SEARO,72181
17-Oct-20,WPRO,4766
18-Oct-20,AFRO,4564
18-Oct-20,AMRO,143753
18-Oct-20,EMRO,18858
18-Oct-20,EURO,190638
18-Oct-20,Other,0
18-Oct-20,SEARO,71690
18-Oct-20,WPRO,4281
19-Oct-20,AFRO,4432
19-Oct-20,AMRO,117495
19-Oct-20,EMRO,21113
19-Oct-20,EURO,168231
19-Oct-20,Other,0
19-Oct-20,SEARO,65788
19-Oct-20,WPRO,3786
20-Oct-20,AFRO,4040
20-Oct-20,AMRO,93086
20-Oct-20,EMRO,20075
20-Oct-20,EURO,182354
20-Oct-20,Other,0
20-Oct-20,SEARO,56282
20-Oct-20,WPRO,4878
21-Oct-20,AFRO,3935
21-Oct-20,AMRO,111219
21-Oct-20,EMRO,21229
21-Oct-20,EURO,223536
21-Oct-20,Other,0
21-Oct-20,SEARO,67168
21-Oct-20,WPRO,3184
22-Oct-20,AFRO,4712
22-Oct-20,AMRO,132199
22-Oct-20,EMRO,24082
22-Oct-20,EURO,251267
22-Oct-20,Other,0
22-Oct-20,SEARO,67110
22-Oct-20,WPRO,3622
23-Oct-20,AFRO,5318
23-Oct-20,AMRO,134887
23-Oct-20,EMRO,25667
23-Oct-20,EURO,232979
23-Oct-20,Other,0
23-Oct-20,SEARO,67043
23-Oct-20,WPRO,3436
24-Oct-20,AFRO,5144
24-Oct-20,AMRO,146534
24-Oct-20,EMRO,24908
24-Oct-20,EURO,223551
24-Oct-20,Other,0
24-Oct-20,SEARO,62518
24-Oct-20,WPRO,4224
25-Oct-20,AFRO,4542
25-Oct-20,AMRO,159709
25-Oct-20,EMRO,24086
25-Oct-20,EURO,268322
25-Oct-20,Other,0
25-Oct-20,SEARO,59892
25-Oct-20,WPRO,4138
26-Oct-20,AFRO,4226
26-Oct-20,AMRO,147779
26-Oct-20,EMRO,22794
26-Oct-20,EURO,226797
26-Oct-20,Other,0
26-Oct-20,SEARO,53111
26-Oct-20,WPRO,3812
27-Oct-20,AFRO,2774
27-Oct-20,AMRO,109244
27-Oct-20,EMRO,22463
27-Oct-20,EURO,237827
27-Oct-20,Other,0
27-Oct-20,SEARO,43816
27-Oct-20,WPRO,4147
28-Oct-20,AFRO,4685
28-Oct-20,AMRO,121710
28-Oct-20,EMRO,27045
28-Oct-20,EURO,287609
28-Oct-20,Other,0
28-Oct-20,SEARO,53210
28-Oct-20,WPRO,3209
29-Oct-20,AFRO,5041
29-Oct-20,AMRO,146988
29-Oct-20,EMRO,26059
29-Oct-20,EURO,295603
29-Oct-20,Other,0
29-Oct-20,SEARO,59513
29-Oct-20,WPRO,4611
30-Oct-20,AFRO,5856
30-Oct-20,AMRO,155769
30-Oct-20,EMRO,31201
30-Oct-20,EURO,277167
30-Oct-20,Other,0
30-Oct-20,SEARO,58669
30-Oct-20,WPRO,3410
31-Oct-20,AFRO,5382
31-Oct-20,AMRO,162266
31-Oct-20,EMRO,27086
31-Oct-20,EURO,265713
31-Oct-20,Other,0
31-Oct-20,SEARO,56594
31-Oct-20,WPRO,3842
01-Nov-20,AFRO,4979
01-Nov-20,AMRO,165743
01-Nov-20,EMRO,24517
01-Nov-20,EURO,308399
01-Nov-20,Other,0
01-Nov-20,SEARO,55705
01-Nov-20,WPRO,3444
02-Nov-20,AFRO,4020
02-Nov-20,AMRO,146622
02-Nov-20,EMRO,26080
02-Nov-20,EURO,249738
02-Nov-20,Other,0
02-Nov-20,SEARO,53536
02-Nov-20,WPRO,4164
03-Nov-20,AFRO,3693
03-Nov-20,AMRO,180094
03-Nov-20,EMRO,28770
03-Nov-20,EURO,249248
03-Nov-20,Other,0
03-Nov-20,SEARO,47738
03-Nov-20,WPRO,5146
04-Nov-20,AFRO,3545
04-Nov-20,AMRO,133718
04-Nov-20,EMRO,30953
04-Nov-20,EURO,291120
04-Nov-20,Other,0
04-Nov-20,SEARO,56110
04-Nov-20,WPRO,4036
05-Nov-20,AFRO,5327
05-Nov-20,AMRO,147064
05-Nov-20,EMRO,32856
05-Nov-20,EURO,313324
05-Nov-20,Other,0
05-Nov-20,SEARO,60764
05-Nov-20,WPRO,3539
06-Nov-20,AFRO,6394
06-Nov-20,AMRO,171800
06-Nov-20,EMRO,31290
06-Nov-20,EURO,291539
06-Nov-20,Other,0
06-Nov-20,SEARO,57236
06-Nov-20,WPRO,4327
07-Nov-20,AFRO,6645
07-Nov-20,AMRO,186651
07-Nov-20,EMRO,33412
07-Nov-20,EURO,283616
07-Nov-20,Other,0
07-Nov-20,SEARO,60493
07-Nov-20,WPRO,5440
08-Nov-20,AFRO,4063
08-Nov-20,AMRO,161695
08-Nov-20,EMRO,30711
08-Nov-20,EURO,302687
08-Nov-20,Other,0
08-Nov-20,SEARO,55458
08-Nov-20,WPRO,4721
09-Nov-20,AFRO,4621
09-Nov-20,AMRO,189552
09-Nov-20,EMRO,30524
09-Nov-20,EURO,250532
09-Nov-20,Other,0
09-Nov-20,SEARO,54421
09-Nov-20,WPRO,4602
10-Nov-20,AFRO,6338
10-Nov-20,AMRO,147430
10-Nov-20,EMRO,30949
10-Nov-20,EURO,213569
10-Nov-20,Other,0
10-Nov-20,SEARO,47345
10-Nov-20,WPRO,5000
11-Nov-20,AFRO,5399
11-Nov-20,AMRO,169133
11-Nov-20,EMRO,35146
11-Nov-20,EURO,289736
11-Nov-20,Other,0
11-Nov-20,SEARO,54286
11-Nov-20,WPRO,4015
12-Nov-20,AFRO,5872
12-Nov-20,AMRO,208032
12-Nov-20,EMRO,36177
12-Nov-20,EURO,290852
12-Nov-20,Other,0
12-Nov-20,SEARO,57452
12-Nov-20,WPRO,4735
13-Nov-20,AFRO,6835
13-Nov-20,AMRO,243714
13-Nov-20,EMRO,37144
13-Nov-20,EURO,286204
13-Nov-20,Other,0
13-Nov-20,SEARO,55855
13-Nov-20,WPRO,4452
14-Nov-20,AFRO,6782
14-Nov-20,AMRO,235829
14-Nov-20,EMRO,35107
14-Nov-20,EURO,276622
14-Nov-20,Other,0
14-Nov-20,SEARO,55008
14-Nov-20,WPRO,5417
15-Nov-20,AFRO,5143
15-Nov-20,AMRO,251142
15-Nov-20,EMRO,33445
15-Nov-20,EURO,278352
15-Nov-20,Other,0
15-Nov-20,SEARO,50432
15-Nov-20,WPRO,4729
16-Nov-20,AFRO,6019
16-Nov-20,AMRO,236843
16-Nov-20,EMRO,32915
16-Nov-20,EURO,226358
16-Nov-20,Other,0
16-Nov-20,SEARO,39033
16-Nov-20,WPRO,4645
17-Nov-20,AFRO,4758
17-Nov-20,AMRO,184314
17-Nov-20,EMRO,32959
17-Nov-20,EURO,226797
17-Nov-20,Other,0
17-Nov-20,SEARO,37298
17-Nov-20,WPRO,4794
18-Nov-20,AFRO,6812
18-Nov-20,AMRO,203280
18-Nov-20,EMRO,37527
18-Nov-20,EURO,252601
18-Nov-20,Other,0
18-Nov-20,SEARO,48363
18-Nov-20,WPRO,4473
19-Nov-20,AFRO,7051
19-Nov-20,AMRO,233197
19-Nov-20,EMRO,41011
19-Nov-20,EURO,272682
19-Nov-20,Other,0
19-Nov-20,SEARO,56948
19-Nov-20,WPRO,4941
20-Nov-20,AFRO,8220
20-Nov-20,AMRO,239101
20-Nov-20,EMRO,36775
20-Nov-20,EURO,273469
20-Nov-20,Other,0
20-Nov-20,SEARO,56991
20-Nov-20,WPRO,5667
21-Nov-20,AFRO,7419
21-Nov-20,AMRO,261755
21-Nov-20,EMRO,36663
21-Nov-20,EURO,262494
21-Nov-20,Other,0
21-Nov-20,SEARO,56816
21-Nov-20,WPRO,5675
22-Nov-20,AFRO,6827
22-Nov-20,AMRO,276241
22-Nov-20,EMRO,33244
22-Nov-20,EURO,256603
22-Nov-20,Other,0
22-Nov-20,SEARO,55174
22-Nov-20,WPRO,5818
23-Nov-20,AFRO,6291
23-Nov-20,AMRO,244340
23-Nov-20,EMRO,35431
23-Nov-20,EURO,203201
23-Nov-20,Other,0
23-Nov-20,SEARO,54795
23-Nov-20,WPRO,5744
24-Nov-20,AFRO,5267
24-Nov-20,AMRO,202293
24-Nov-20,EMRO,31850
24-Nov-20,EURO,201528
24-Nov-20,Other,0
24-Nov-20,SEARO,47963
24-Nov-20,WPRO,6111
25-Nov-20,AFRO,6507
25-Nov-20,AMRO,215502
25-Nov-20,EMRO,35896
25-Nov-20,EURO,248898
25-Nov-20,Other,0
25-Nov-20,SEARO,56295
25-Nov-20,WPRO,5623
26-Nov-20,AFRO,7601
26-Nov-20,AMRO,246012
26-Nov-20,EMRO,37656
26-Nov-20,EURO,253233
26-Nov-20,Other,0
26-Nov-20,SEARO,55252
26-Nov-20,WPRO,5083
27-Nov-20,AFRO,7178
27-Nov-20,AMRO,281783
27-Nov-20,EMRO,37831
27-Nov-20,EURO,269701
27-Nov-20,Other,0
27-Nov-20,SEARO,55064
27-Nov-20,WPRO,5381
28-Nov-20,AFRO,8765
28-Nov-20,AMRO,231055
28-Nov-20,EMRO,37822
28-Nov-20,EURO,260808
28-Nov-20,Other,0
28-Nov-20,SEARO,51968
28-Nov-20,WPRO,6198
29-Nov-20,AFRO,6874
29-Nov-20,AMRO,258894
29-Nov-20,EMRO,32829
29-Nov-20,EURO,249579
29-Nov-20,Other,0
29-Nov-20,SEARO,53019
29-Nov-20,WPRO,6405
30-Nov-20,AFRO,5544
30-Nov-20,AMRO,240011
30-Nov-20,EMRO,34572
30-Nov-20,EURO,202621
30-Nov-20,Other,0
30-Nov-20,SEARO,49438
30-Nov-20,WPRO,6157
01-Dec-20,AFRO,6337
01-Dec-20,AMRO,197300
01-Dec-20,EMRO,32959
01-Dec-20,EURO,200461
01-Dec-20,Other,0
01-Dec-20,SEARO,41642
01-Dec-20,WPRO,5826
02-Dec-20,AFRO,5965
02-Dec-20,AMRO,219223
02-Dec-20,EMRO,35657
02-Dec-20,EURO,232339
02-Dec-20,Other,0
02-Dec-20,SEARO,48222
02-Dec-20,WPRO,5318
03-Dec-20,AFRO,8089
03-Dec-20,AMRO,281131
03-Dec-20,EMRO,35878
03-Dec-20,EURO,259264
03-Dec-20,Other,0
03-Dec-20,SEARO,49668
03-Dec-20,WPRO,5631
04-Dec-20,AFRO,8805
04-Dec-20,AMRO,303366
04-Dec-20,EMRO,37891
04-Dec-20,EURO,263637
04-Dec-20,Other,0
04-Dec-20,SEARO,47915
04-Dec-20,WPRO,5520
05-Dec-20,AFRO,9513
05-Dec-20,AMRO,319941
05-Dec-20,EMRO,34050
05-Dec-20,EURO,258127
05-Dec-20,Other,0
05-Dec-20,SEARO,47803
05-Dec-20,WPRO,5498
06-Dec-20,AFRO,8790
06-Dec-20,AMRO,319449
06-Dec-20,EMRO,31556
06-Dec-20,EURO,254187
06-Dec-20,Other,0
06-Dec-20,SEARO,47093
06-Dec-20,WPRO,6084
07-Dec-20,AFRO,8601
07-Dec-20,AMRO,296482
07-Dec-20,EMRO,31208
07-Dec-20,EURO,204217
07-Dec-20,Other,3
07-Dec-20,SEARO,43798
07-Dec-20,WPRO,5864
08-Dec-20,AFRO,8237
08-Dec-20,AMRO,238089
08-Dec-20,EMRO,28681
08-Dec-20,EURO,203313
08-Dec-20,Other,0
08-Dec-20,SEARO,37573
08-Dec-20,WPRO,5796
09-Dec-20,AFRO,7341
09-Dec-20,AMRO,248370
09-Dec-20,EMRO,29830
09-Dec-20,EURO,242609
09-Dec-20,Other,0
09-Dec-20,SEARO,43410
09-Dec-20,WPRO,5381
10-Dec-20,AFRO,13683
10-Dec-20,AMRO,317887
10-Dec-20,EMRO,30569
10-Dec-20,EURO,260210
10-Dec-20,Other,0
10-Dec-20,SEARO,42649
10-Dec-20,WPRO,5983
11-Dec-20,AFRO,12672
11-Dec-20,AMRO,314728
11-Dec-20,EMRO,29987
11-Dec-20,EURO,273455
11-Dec-20,Other,0
11-Dec-20,SEARO,40749
11-Dec-20,WPRO,7568
12-Dec-20,AFRO,12659
12-Dec-20,AMRO,311291
12-Dec-20,EMRO,27524
12-Dec-20,EURO,265603
12-Dec-20,Other,0
12-Dec-20,SEARO,40794
12-Dec-20,WPRO,7291
13-Dec-20,AFRO,11284
13-Dec-20,AMRO,352842
13-Dec-20,EMRO,24286
13-Dec-20,EURO,261093
13-Dec-20,Other,0
13-Dec-20,SEARO,40673
13-Dec-20,WPRO,7400
14-Dec-20,AFRO,15886
14-Dec-20,AMRO,306202
14-Dec-20,EMRO,24563
14-Dec-20,EURO,216474
14-Dec-20,Other,0
14-Dec-20,SEARO,37035
14-Dec-20,WPRO,5529
15-Dec-20,AFRO,8259
15-Dec-20,AMRO,241086
15-Dec-20,EMRO,21991
15-Dec-20,EURO,217397
15-Dec-20,Other,0
15-Dec-20,SEARO,32833
15-Dec-20,WPRO,6046
16-Dec-20,AFRO,12095
16-Dec-20,AMRO,264724
16-Dec-20,EMRO,25872
16-Dec-20,EURO,271241
16-Dec-20,Other,0
16-Dec-20,SEARO,37272
16-Dec-20,WPRO,6435
17-Dec-20,AFRO,13255
17-Dec-20,AMRO,291067
17-Dec-20,EMRO,27667
17-Dec-20,EURO,288395
17-Dec-20,Other,0
17-Dec-20,SEARO,35194
17-Dec-20,WPRO,6757
18-Dec-20,AFRO,15629
18-Dec-20,AMRO,364316
18-Dec-20,EMRO,26229
18-Dec-20,EURO,288097
18-Dec-20,Other,0
18-Dec-20,SEARO,33567
18-Dec-20,WPRO,7142
19-Dec-20,AFRO,13923
19-Dec-20,AMRO,369255
19-Dec-20,EMRO,25411
19-Dec-20,EURO,270536
19-Dec-20,Other,0
19-Dec-20,SEARO,36679
19-Dec-20,WPRO,7948
20-Dec-20,AFRO,15606
20-Dec-20,AMRO,346953
20-Dec-20,EMRO,22869
20-Dec-20,EURO,259260
20-Dec-20,Other,0
20-Dec-20,SEARO,37528
20-Dec-20,WPRO,6793
21-Dec-20,AFRO,13044
21-Dec-20,AMRO,302796
21-Dec-20,EMRO,23005
21-Dec-20,EURO,206462
21-Dec-20,Other,0
21-Dec-20,SEARO,35125
21-Dec-20,WPRO,6838
22-Dec-20,AFRO,13074
22-Dec-20,AMRO,257443
22-Dec-20,EMRO,20148
22-Dec-20,EURO,222293
22-Dec-20,Other,0
22-Dec-20,SEARO,29683
22-Dec-20,WPRO,7076
23-Dec-20,AFRO,13875
23-Dec-20,AMRO,252405
23-Dec-20,EMRO,23177
23-Dec-20,EURO,263608
23-Dec-20,Other,0
23-Dec-20,SEARO,35183
23-Dec-20,WPRO,7172
24-Dec-20,AFRO,18220
24-Dec-20,AMRO,308511
24-Dec-20,EMRO,24554
24-Dec-20,EURO,277359
24-Dec-20,Other,1
24-Dec-20,SEARO,35403
24-Dec-20,WPRO,6740
25-Dec-20,AFRO,19666
25-Dec-20,AMRO,338630
25-Dec-20,EMRO,24820
25-Dec-20,EURO,258249
25-Dec-20,Other,0
25-Dec-20,SEARO,33695
25-Dec-20,WPRO,8679
26-Dec-20,AFRO,20671
26-Dec-20,AMRO,312907
26-Dec-20,EMRO,23197
26-Dec-20,EURO,198322
26-Dec-20,Other,0
26-Dec-20,SEARO,32617
26-Dec-20,WPRO,7937
27-Dec-20,AFRO,15980
27-Dec-20,AMRO,198787
27-Dec-20,EMRO,20072
27-Dec-20,EURO,166801
27-Dec-20,Other,0
27-Dec-20,SEARO,28238
27-Dec-20,WPRO,8628
28-Dec-20,AFRO,12782
28-Dec-20,AMRO,238678
28-Dec-20,EMRO,20178
28-Dec-20,EURO,184958
28-Dec-20,Other,0
28-Dec-20,SEARO,28852
28-Dec-20,WPRO,5962
29-Dec-20,AFRO,13260
29-Dec-20,AMRO,207084
29-Dec-20,EMRO,20247
29-Dec-20,EURO,219355
29-Dec-20,Other,0
29-Dec-20,SEARO,27502
29-Dec-20,WPRO,6590
30-Dec-20,AFRO,14163
30-Dec-20,AMRO,241623
30-Dec-20,EMRO,22384
30-Dec-20,EURO,261525
30-Dec-20,Other,0
30-Dec-20,SEARO,31839
30-Dec-20,WPRO,7589
31-Dec-20,AFRO,24035
31-Dec-20,AMRO,326076
31-Dec-20,EMRO,24947
31-Dec-20,EURO,316341
31-Dec-20,Other,0
31-Dec-20,SEARO,33159
31-Dec-20,WPRO,7800
01-Jan-21,AFRO,24436
01-Jan-21,AMRO,355390
01-Jan-21,EMRO,24740
01-Jan-21,EURO,307328
01-Jan-21,Other,0
01-Jan-21,SEARO,30848
01-Jan-21,WPRO,9448
02-Jan-21,AFRO,0
02-Jan-21,AMRO,355958
02-Jan-21,EMRO,22879
02-Jan-21,EURO,218859
02-Jan-21,Other,0
02-Jan-21,SEARO,28730
02-Jan-21,WPRO,8413
03-Jan-21,AFRO,41331
03-Jan-21,AMRO,247903
03-Jan-21,EMRO,20665
03-Jan-21,EURO,187114
03-Jan-21,Other,0
03-Jan-21,SEARO,27796
03-Jan-21,WPRO,7177
04-Jan-21,AFRO,16932
04-Jan-21,AMRO,335238
04-Jan-21,EMRO,22591
04-Jan-21,EURO,216000
04-Jan-21,Other,0
04-Jan-21,SEARO,26417
04-Jan-21,WPRO,6708
05-Jan-21,AFRO,17880
05-Jan-21,AMRO,263232
05-Jan-21,EMRO,20639
05-Jan-21,EURO,237524
05-Jan-21,Other,0
05-Jan-21,SEARO,27033
05-Jan-21,WPRO,7762
06-Jan-21,AFRO,20679
06-Jan-21,AMRO,252755
06-Jan-21,EMRO,23805
06-Jan-21,EURO,307364
06-Jan-21,Other,0
06-Jan-21,SEARO,29870
06-Jan-21,WPRO,8405
07-Jan-21,AFRO,30698
07-Jan-21,AMRO,356571
07-Jan-21,EMRO,25362
07-Jan-21,EURO,326432
07-Jan-21,Other,0
07-Jan-21,SEARO,32550
07-Jan-21,WPRO,10837
08-Jan-21,AFRO,28631
08-Jan-21,AMRO,387637
08-Jan-21,EMRO,27297
08-Jan-21,EURO,276124
08-Jan-21,Other,0
08-Jan-21,SEARO,31592
08-Jan-21,WPRO,12170
09-Jan-21,AFRO,30961
09-Jan-21,AMRO,442575
09-Jan-21,EMRO,26694
09-Jan-21,EURO,266092
09-Jan-21,Other,0
09-Jan-21,SEARO,30699
09-Jan-21,WPRO,13144
10-Jan-21,AFRO,28863
10-Jan-21,AMRO,442885
10-Jan-21,EMRO,26347
10-Jan-21,EURO,265029
10-Jan-21,Other,0
10-Jan-21,SEARO,31002
10-Jan-21,WPRO,12891
11-Jan-21,AFRO,27104
11-Jan-21,AMRO,376556
11-Jan-21,EMRO,24207
11-Jan-21,EURO,217288
11-Jan-21,Other,0
11-Jan-21,SEARO,27802
11-Jan-21,WPRO,10985
12-Jan-21,AFRO,25493
12-Jan-21,AMRO,306835
12-Jan-21,EMRO,23561
12-Jan-21,EURO,203417
12-Jan-21,Other,0
12-Jan-21,SEARO,25270
12-Jan-21,WPRO,10554
13-Jan-21,AFRO,21662
13-Jan-21,AMRO,285190
13-Jan-21,EMRO,26005
13-Jan-21,EURO,267017
13-Jan-21,Other,0
13-Jan-21,SEARO,30016
13-Jan-21,WPRO,10807
14-Jan-21,AFRO,27243
14-Jan-21,AMRO,357215
14-Jan-21,EMRO,27966
14-Jan-21,EURO,283232
14-Jan-21,Other,0
14-Jan-21,SEARO,31314
14-Jan-21,WPRO,10629
15-Jan-21,AFRO,28519
15-Jan-21,AMRO,360337
15-Jan-21,EMRO,27889
15-Jan-21,EURO,261737
15-Jan-21,Other,0
15-Jan-21,SEARO,30889
15-Jan-21,WPRO,12745
16-Jan-21,AFRO,22015
16-Jan-21,AMRO,372067
16-Jan-21,EMRO,29212
16-Jan-21,EURO,236026
16-Jan-21,Other,0
16-Jan-21,SEARO,31733
16-Jan-21,WPRO,12818
17-Jan-21,AFRO,25216
17-Jan-21,AMRO,406396
17-Jan-21,EMRO,25077
17-Jan-21,EURO,245142
17-Jan-21,Other,0
17-Jan-21,SEARO,28889
17-Jan-21,WPRO,13241
18-Jan-21,AFRO,22020
18-Jan-21,AMRO,352958
18-Jan-21,EMRO,25315
18-Jan-21,EURO,184728
18-Jan-21,Other,0
18-Jan-21,SEARO,25497
18-Jan-21,WPRO,11849
19-Jan-21,AFRO,18841
19-Jan-21,AMRO,278833
19-Jan-21,EMRO,22347
19-Jan-21,EURO,180358
19-Jan-21,Other,0
19-Jan-21,SEARO,22823
19-Jan-21,WPRO,12220
20-Jan-21,AFRO,19046
20-Jan-21,AMRO,231498
20-Jan-21,EMRO,25063
20-Jan-21,EURO,233268
20-Jan-21,Other,0
20-Jan-21,SEARO,28754
20-Jan-21,WPRO,11085
21-Jan-21,AFRO,22223
21-Jan-21,AMRO,285375
21-Jan-21,EMRO,26222
21-Jan-21,EURO,253724
21-Jan-21,Other,0
21-Jan-21,SEARO,29374
21-Jan-21,WPRO,12144
22-Jan-21,AFRO,21574
22-Jan-21,AMRO,334364
22-Jan-21,EMRO,25645
22-Jan-21,EURO,233220
22-Jan-21,Other,0
22-Jan-21,SEARO,30684
22-Jan-21,WPRO,11366
23-Jan-21,AFRO,21111
23-Jan-21,AMRO,326289
23-Jan-21,EMRO,23386
23-Jan-21,EURO,208750
23-Jan-21,Other,0
23-Jan-21,SEARO,28613
23-Jan-21,WPRO,11550
24-Jan-21,AFRO,24138
24-Jan-21,AMRO,322096
24-Jan-21,EMRO,22792
24-Jan-21,EURO,222446
24-Jan-21,Other,0
24-Jan-21,SEARO,29009
24-Jan-21,WPRO,11253
25-Jan-21,AFRO,15646
25-Jan-21,AMRO,305675
25-Jan-21,EMRO,22828
25-Jan-21,EURO,165664
25-Jan-21,Other,0
25-Jan-21,SEARO,25555
25-Jan-21,WPRO,10165
26-Jan-21,AFRO,13472
26-Jan-21,AMRO,219646
26-Jan-21,EMRO,21142
26-Jan-21,EURO,152320
26-Jan-21,Other,0
26-Jan-21,SEARO,25284
26-Jan-21,WPRO,8399
27-Jan-21,AFRO,15661
27-Jan-21,AMRO,212901
27-Jan-21,EMRO,24126
27-Jan-21,EURO,207470
27-Jan-21,Other,0
27-Jan-21,SEARO,27617
27-Jan-21,WPRO,9090
28-Jan-21,AFRO,16654
28-Jan-21,AMRO,277558
28-Jan-21,EMRO,24371
28-Jan-21,EURO,231623
28-Jan-21,Other,0
28-Jan-21,SEARO,28188
28-Jan-21,WPRO,10553
29-Jan-21,AFRO,16279
29-Jan-21,AMRO,292050
29-Jan-21,EMRO,24559
29-Jan-21,EURO,210461
29-Jan-21,Other,0
29-Jan-21,SEARO,35412
29-Jan-21,WPRO,9938
30-Jan-21,AFRO,15625
30-Jan-21,AMRO,285228
30-Jan-21,EMRO,23581
30-Jan-21,EURO,183837
30-Jan-21,Other,0
30-Jan-21,SEARO,30323
30-Jan-21,WPRO,11872
31-Jan-21,AFRO,15054
31-Jan-21,AMRO,276301
31-Jan-21,EMRO,21336
