date,AFRO,AMRO,EMRO,EURO,Other,SEARO,WPRO
02-May-20,1310,48084,6406,27081,0,3219,1565
03-May-20,1463,47466,5618,26006,0,3700,1041
04-May-20,1098,46019,5690,23762,0,3701,1328
05-May-20,2036,43586,7077,21325,0,5237,1096
06-May-20,1403,32570,7854,26083,0,4194,1016
07-May-20,1497,36104,7968,29974,0,4667,1300
08-May-20,2247,44774,8125,26466,0,4581,1263
09-May-20,2827,50706,8699,26278,0,4553,1076
10-May-20,2082,43850,9706,24599,0,4620,1139
11-May-20,1907,48117,9436,21277,0,5557,1248
12-May-20,2296,38495,8863,20487,0,5212,927
13-May-20,2600,32160,10243,24797,0,5483,1364
14-May-20,2323,41970,9535,22552,0,5381,1081
15-May-20,2438,44444,11384,23848,0,5733,1268
16-May-20,2271,53649,10479,21079,0,5527,1171
17-May-20,2202,50712,10900,22060,0,6805,823
18-May-20,2500,60309,11992,18678,0,7450,971
19-May-20,2358,33229,11845,19048,0,6813,663
20-May-20,2435,50956,11497,19280,0,7997,777
21-May-20,2391,56657,14477,22224,0,8448,955
22-May-20,3405,57272,13199,19768,0,8546,838
23-May-20,2504,56135,13423,19449,29,9612,919
24-May-20,3039,59543,12885,18921,0,8954,925
25-May-20,2707,59208,12026,17789,0,9579,927
26-May-20,3042,47956,11068,17338,0,8392,878
27-May-20,2771,51150,10690,17255,0,8907,1007
28-May-20,3777,51964,12251,18586,0,9569,1056
29-May-20,3337,60305,13580,19311,0,10913,1042
30-May-20,3973,66261,14503,19170,0,10650,1944
31-May-20,3708,63132,15076,18271,0,11852,1219
