date,Africa,Americas,Eastern_Mediterranean,Europe,Other,South_East_Asia,Western_Pacific,new_cases,day_average
30-Mar-21,5940,139441,39717,207855,0,66526,13987,473466,559749.5714
31-Mar-21,9350,149612,43203,253842,0,65548,13851,535406,564238.2857
01-Apr-21,13687,201663,45565,288518,0,85714,11440,646587,571393.7143
02-Apr-21,9048,226608,46372,266822,0,94288,14268,657406,578522.1429
03-Apr-21,8482,238302,43585,231604,0,99696,20663,642332,585878.7143
04-Apr-21,5573,191619,38686,202268,0,107626,18071,563843,580260.8571
05-Apr-21,5741,164881,46984,204489,0,115160,16224,553479,581788.4286
06-Apr-21,6106,126768,45798,180115,0,109605,13255,481647,582957.1429
07-Apr-21,5488,148466,51785,217999,0,129281,14595,567614,587558.2857
08-Apr-21,10727,221461,56676,274694,0,140391,12556,716505,597546.5714
09-Apr-21,7555,248787,59627,272222,0,145992,15844,750027,610778.1429
10-Apr-21,8339,248638,55632,243385,0,157017,19957,732968,623726.1429
11-Apr-21,6782,266686,48465,250061,0,164528,19403,755925,651166.4286
12-Apr-21,5673,222601,54599,197208,0,182810,18213,681104,669398.5714
13-Apr-21,7742,161148,54836,199908,0,175202,16945,615781,688560.5714
14-Apr-21,10235,165224,56275,247601,0,197354,15727,692416,706389.4286
15-Apr-21,7348,245164,58913,268655,0,213495,16496,810071,719756
16-Apr-21,8709,236304,57831,250413,0,229937,20081,803275,727362.8571
17-Apr-21,4191,239411,55882,227207,0,245961,20071,792723,735899.2857
18-Apr-21,10399,256306,47840,235179,0,273216,20643,843583,748421.8571
19-Apr-21,5726,217337,52955,171531,0,286182,19149,752880,758675.5714
20-Apr-21,5392,162938,54715,198840,0,273006,17073,711964,772416
21-Apr-21,6623,143585,57889,229818,0,309644,16559,764118,782659.1429
22-Apr-21,6279,218976,58700,251082,1,329930,19059,884027,793224.2857
23-Apr-21,11470,232855,56478,226308,0,347713,20206,895030,806332.1429
24-Apr-21,7812,208156,52447,194109,0,360561,19434,842519,813445.8571
25-Apr-21,6044,229682,45140,188718,0,363642,20289,853515,814864.7143
26-Apr-21,5570,206679,48405,149519,0,369130,18181,797484,821236.7143
27-Apr-21,5126,140424,47411,148062,0,339035,18070,698128,819260.1429
28-Apr-21,5412,123325,48869,186267,12,377966,17267,759118,818545.8571
29-Apr-21,5721,206319,49444,200036,0,396065,18360,875945,817391.2857
30-Apr-21,5066,224004,47374,170487,0,403607,20173,870711,813917.1429
01-May-21,11135,219946,44693,153355,0,417838,19967,866934,817405
02-May-21,4718,208413,38308,152396,0,409777,20581,834193,814644.7143
03-May-21,4234,189635,41367,111593,0,386645,20127,753601,808375.7143
04-May-21,4021,125025,42461,111789,0,375538,17026,675860,805194.5714
05-May-21,5110,116676,43442,138101,0,402890,16022,722241,799926.4286
06-May-21,10433,197113,40101,155846,0,433340,16031,852864,796629.1429
07-May-21,6746,197931,41907,136882,0,436099,17560,837125,791831.1429
08-May-21,6076,204772,38918,124613,0,421856,20094,816329,784601.8571
09-May-21,5570,206224,32657,128467,0,423829,20212,816959,782139.8571
10-May-21,4735,172093,34394,92869,0,387306,20236,711633,776144.4286
11-May-21,3798,128861,37798,92357,0,351655,18719,633188,770048.4286
12-May-21,7361,106377,38355,100415,0,369557,16582,638647,758106.4286
13-May-21,6024,184707,34998,122535,0,384945,18592,751801,743668.8571
14-May-21,8696,195261,32254,103041,0,361387,20322,720961,727074
15-May-21,6366,203284,23140,89275,0,343466,19169,684700,708269.8571
16-May-21,5357,212172,19096,92699,0,327439,19135,675898,688118.2857
17-May-21,4529,175766,25464,75239,0,309274,16960,607232,673203.8571
18-May-21,5105,119864,31355,72995,2,283805,17209,530335,658510.5714
19-May-21,6295,124808,32485,94017,1,290306,16458,564370,647899.5714
20-May-21,6619,189465,33459,98521,1,300076,18801,646942,632919.7143
21-May-21,8065,206765,34385,81383,0,284069,20976,635643,620731.4286
22-May-21,5830,207170,31363,86981,2,280364,20513,632223,613234.7143
23-May-21,6889,198154,27207,73321,0,263138,20736,589445,600884.2857
24-May-21,5681,185188,28186,55111,0,244208,15529,533903,590408.7143
25-May-21,5820,126260,30764,48135,0,218751,17202,446932,578494
26-May-21,8549,124573,33133,58578,0,228554,18083,471470,565222.5714
27-May-21,7836,182165,31605,76669,0,233142,20085,551502,551588.2857
28-May-21,8284,205841,31624,78345,0,208196,21434,553724,539885.5714
29-May-21,8659,197181,31549,70679,0,194726,24126,526920,524842.2857
30-May-21,7839,177564,25707,60252,0,185180,22773,479315,509109.4286
31-May-21,7490,180008,27407,49037,0,173554,19608,457104,498138.1429
01-Jun-21,7190,124138,30296,45985,0,145560,18474,371643,487382.5714
02-Jun-21,8361,112890,30439,61475,0,152224,17651,383040,474749.7143
03-Jun-21,9922,202010,32287,64112,0,155099,18894,482324,464867.1429
04-Jun-21,10303,212564,29796,58638,0,152150,21761,485212,455079.7143
05-Jun-21,12826,199589,28475,56014,0,138877,21498,457279,445131
06-Jun-21,9851,159920,23508,49779,0,131201,20400,394659,433037.2857
07-Jun-21,9473,165553,23310,41129,0,118765,18854,377084,421605.8571
08-Jun-21,7524,123235,22918,40112,0,104940,15908,314637,413462.1429
09-Jun-21,12199,120902,28285,51842,0,112293,15341,340862,407436.7143
10-Jun-21,15137,154526,30647,56169,0,114128,17334,387941,393953.4286
11-Jun-21,16525,200607,32948,53443,0,110562,18299,432384,386406.5714
12-Jun-21,17334,196855,28985,52126,0,101961,18902,416163,380532.8571
13-Jun-21,16959,187287,24701,49742,0,100656,19381,398726,381113.8571
14-Jun-21,14228,173225,25873,41568,0,90012,17685,362591,379043.4286
15-Jun-21,11180,113735,28931,41041,0,79502,16298,290687,375622
16-Jun-21,20040,119801,28000,46297,0,83579,16318,314035,371789.5714
17-Jun-21,20924,177304,32039,50493,0,91575,16803,389138,371960.5714
18-Jun-21,25167,199972,31244,54331,0,87271,18542,416527,369695.2857
19-Jun-21,18908,178076,27841,54375,0,85166,19571,383937,365091.5714
20-Jun-21,21631,191687,21619,50290,0,83572,18747,387546,363494.4286
21-Jun-21,20230,164528,29707,44153,0,80202,16414,355234,362443.4286
22-Jun-21,20533,114681,30886,43970,0,71861,14825,296756,363310.4286
23-Jun-21,20890,103081,33055,52144,0,79685,13954,302809,361706.7143
24-Jun-21,28083,177668,33449,62327,0,89408,15457,406392,364171.5714
25-Jun-21,30513,217846,34454,62166,0,84804,18071,447854,368646.8571
26-Jun-21,26933,182457,32027,61161,0,82301,19162,404041,371518.8571
27-Jun-21,30501,179548,27610,62051,0,84983,18684,403377,373780.4286
28-Jun-21,23036,155555,28940,56117,0,85421,17634,366703,375418.8571
29-Jun-21,21049,107034,32343,63683,0,75373,15960,315442,378088.2857
30-Jun-21,22478,111581,37108,72093,0,86965,16276,346501,384330
